name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Shankarabharanamtho,Devi Sri Prasad,https://open.spotify.com/embed/track/5YXkLztRkO8Pkmx3q8dFVD?utm_source=generator,0.602,0.0865,0.641,0.837003486,0.128,energetic
Ohh Bhama,Various Artists,https://open.spotify.com/embed/track/0ydklq6edfbZoXySdcBOrB?utm_source=generator,0.787,0.167,0.123,0.792544474,0.0502,energetic
Yochana - Sudha Ragunathan,Sudha Ragunathan,https://open.spotify.com/embed/track/3Otigjvqm8VSkNRHqCmw0m?utm_source=generator,0.464,0.828,0.0903,0.757293126,0.126,Chill
London Dhaaka Dol,Amit Trivedi,https://open.spotify.com/embed/track/4Qee4FFRg1eCgs4VczSTZp?utm_source=generator,0.91,0.241,0.0815,0.818498763,0.289,energetic
Jagamanta Kutaumbam,Chakri,https://open.spotify.com/embed/track/3qhQ7gxJi76FqiqP9JL4fM?utm_source=generator,0.462,0.407,0.0818,0.720492267,0.0417,romantic
"Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2oEHcVe21whTKWQBqRAYPp?utm_source=generator,0.705,0.226,0.14,0.831758992,0.252,energetic
"Tongi Tongi - From ""Sukumarudu""",Suchitra,https://open.spotify.com/embed/track/5kTWrn7qlBl01xS53VKFLf?utm_source=generator,0.81,0.363,0.0951,0.688131351,0.109,romantic
Chandamama Raave,K. Chakravarthy,https://open.spotify.com/embed/track/52PhqOvnpUc2EHh5sMB2y8?utm_source=generator,0.54,0.887,0.214,0.647635508,0.0562,Chill
O Papa Lali,Ilaiyaraaja,https://open.spotify.com/embed/track/0rxwHsbm5lgb61lwQtzlse?utm_source=generator,0.644,0.955,0.352,0.84004291,0.0254,Chill
Konda Kona,Koti,https://open.spotify.com/embed/track/15yY8d7b7aRUkypZM0gGbO?utm_source=generator,0.559,0.776,0.655,0.774456927,0.0374,cheerful
Ye Vasantha Midi,K. Chakravarthy,https://open.spotify.com/embed/track/74gCId0UqBfsRpUkLYAAAn?utm_source=generator,0.606,0.994,0.372,0.770046783,0.0332,Chill
Om Mahaprana Dipam,Hamsa Lekha,https://open.spotify.com/embed/track/4O9VL9R88lmJQ5ykKjpI8W?utm_source=generator,0.481,0.331,0.0784,0.709884085,0.0496,romantic
Nelluri Nerajana,A.R. Rahman,https://open.spotify.com/embed/track/7yPeu0DTn2eWgO2FmHCks0?utm_source=generator,0.657,0.172,0.32,0.753568342,0.0645,energetic
Choopultho Guchi,Chakri,https://open.spotify.com/embed/track/7Hedn4W3wnzpxsVFjX5JPL?utm_source=generator,0.718,0.016,0.467,0.8161447,0.116,energetic
Something Something,Devi Sri Prasad,https://open.spotify.com/embed/track/4EztIh7yvgYs9YLCvxT8ku?utm_source=generator,0.688,0.187,0.337,0.755475431,0.314,energetic
Mana Manasune,Marcus. M,https://open.spotify.com/embed/track/4siaROhndYXSuOgrt34Z1y?utm_source=generator,0.742,0.716,0.0891,0.653475968,0.0467,romantic
"Andaala Oh Chilakaa, Pt. 1",M. S. Viswanathan,https://open.spotify.com/embed/track/5WaP9VSbSXjvVE2SszWg7X?utm_source=generator,0.343,0.895,0.431,0.621442832,0.0361,Chill
Arey O Samba - Remix,Jaspreet Jasz,https://open.spotify.com/embed/track/72ig2QHDxDbNYb9LT33ayD?utm_source=generator,0.789,0.0992,0.122,0.865818409,0.101,energetic
Vayari Bhama,Ramana Gogula,https://open.spotify.com/embed/track/4K4gYMKbZFMKh4ePHzXTQu?utm_source=generator,0.726,0.0766,0.103,0.878810453,0.0483,energetic
Koila Paata,S.A. Rajkumar,https://open.spotify.com/embed/track/5OWd8nCY1BQSPNoNyzDqJ3?utm_source=generator,0.695,0.826,0.281,0.924342203,0.0706,Chill
Ganga AC (Sye),M. M. Keeravani,https://open.spotify.com/embed/track/4Swpd9X1pOFCYZgKlWIxY4?utm_source=generator,0.72,0.66,0.185,0.840340892,0.0416,romantic
Once Up On,Mani Sharma,https://open.spotify.com/embed/track/2R2FHagWm5v1zJACctLRkK?utm_source=generator,0.828,0.105,0.118,0.787895944,0.0608,energetic
Evevo,K. V. Mahadevan,https://open.spotify.com/embed/track/7KiinxUnzwQiVw90QgKsqG?utm_source=generator,0.376,0.991,0.148,0.613248309,0.0374,Chill
Yeluko Nayaka,Mani Sharma,https://open.spotify.com/embed/track/0Ojw0UUW0FQgESkNHoCgrH?utm_source=generator,0.72,0.437,0.141,0.755445633,0.343,romantic
Turn This Party Up,Hiphop Tamizha,https://open.spotify.com/embed/track/1WwnJyYzOiBzwC6theURyM?utm_source=generator,0.638,0.0417,0.0816,0.828064007,0.0499,energetic
Gnana Vinayakane Gambheera Natai Adi Papanasam Sivan Saxopho,Kadri Gopalnath,https://open.spotify.com/embed/track/2t01bxdtsCcuuSzWnB9UA1?utm_source=generator,0.481,0.794,0.205,0.828093805,0.127,Chill
Rikshavaalanu Nenu,T.Chalapathi Rao,https://open.spotify.com/embed/track/264Hb5NKamkFjYQVVsAhS2?utm_source=generator,0.489,0.855,0.426,0.60600733,0.0756,Chill
Gundeki Rekkalu Thodigane,Lipsika Bhashyam,https://open.spotify.com/embed/track/28Aei78P9fAQoLghqgQ6rS?utm_source=generator,0.793,0.254,0.0962,0.775350875,0.188,energetic
O Apparao,Jeevan Thomas,https://open.spotify.com/embed/track/3Wwi9seDxcRUJn4zjL1wwE?utm_source=generator,0.584,0.0444,0.259,0.84931017,0.267,energetic
Mutyala Dhaarani,Harris Jayaraj,https://open.spotify.com/embed/track/40lTZrTUyl0EaH8aoVBTVl?utm_source=generator,0.748,0.225,0.0907,0.684823743,0.0404,energetic
Ee Chota Nuvvunna,Ramana Gogula,https://open.spotify.com/embed/track/603Uo7zPEfn6cOSRmJCSnU?utm_source=generator,0.662,0.0471,0.245,0.755684019,0.0594,energetic
Thanu Vethikina,Gopi Sundar,https://open.spotify.com/embed/track/0VnfnRoJmJv4PkeqW2jjjv?utm_source=generator,0.617,0.754,0.0897,0.820823028,0.0564,Chill
Neetho,The Non Violinist Project,https://open.spotify.com/embed/track/1Y0S1FwDVaIYI9l9ekESgS?utm_source=generator,0.365,0.564,0.113,0.688757114,0.0372,Chill
"Eppudu Padithe (From ""Bari"")",Aishwarya,https://open.spotify.com/embed/track/3Uk13a3Fi71X1ifYVBNkJv?utm_source=generator,0.854,0.247,0.0694,0.796865222,0.0968,energetic
Don Bosco,Thaman S,https://open.spotify.com/embed/track/05j8OBtR02Y6w0DUY5sbTT?utm_source=generator,0.743,0.0537,0.302,0.836586311,0.071,energetic
Manasanta Nuvve,R. P. Patnaik,https://open.spotify.com/embed/track/4QWvqgtjIcNBY8sC37KzGi?utm_source=generator,0.67,0.317,0.169,0.665544265,0.0514,romantic
Bholo Ashta Lakshmi,Thaman S,https://open.spotify.com/embed/track/6ORAik1xkDQlr8vLP78lQw?utm_source=generator,0.819,0.17,0.322,0.738162639,0.0539,energetic
Manishiko Sneham,Ilaiyaraaja,https://open.spotify.com/embed/track/7mTRjUk5znMOpPEGPOzIt1?utm_source=generator,0.544,0.923,0.577,0.725915552,0.043,cheerful
Tholi Prema,Manisha Eerabathini,https://open.spotify.com/embed/track/655yEH5YcmvSsl6goyknp4?utm_source=generator,0.432,0.733,0.243,0.763044191,0.0334,Chill
"Wah Wah Mere Bava (From ""30 Rojullo Preminchadam Ela"")",Rahul Sipligunj,https://open.spotify.com/embed/track/0wSENaO6SANwb3aN3RHyR0?utm_source=generator,0.65,0.509,0.0874,0.755266843,0.402,romantic
Porobadithivo Twarabadithivo,Laxmikant–Pyarelal,https://open.spotify.com/embed/track/7A9wE6Fv7EOtNsdc15n14a?utm_source=generator,0.501,0.65,0.23,0.508626598,0.0426,Chill
Meghamai,S.A. Rajkumar,https://open.spotify.com/embed/track/2vtNklbCGlFNqdTGERJYTl?utm_source=generator,0.578,0.571,0.104,0.765398254,0.0456,romantic
Coma Coma Coma,Ghibran,https://open.spotify.com/embed/track/0kdN0TNdHOhBtoVbNlne3l?utm_source=generator,0.75,0.346,0.0679,0.885187282,0.0714,romantic
Hrudhayam,Mani Sharma,https://open.spotify.com/embed/track/25PuswEm4kNdKi1wRANLQO?utm_source=generator,0.51,0.468,0.0958,0.729103966,0.204,romantic
Nammaka Tappani,Devi Sri Prasad,https://open.spotify.com/embed/track/07D0H4cb2rlE0BDhvRtnhP?utm_source=generator,0.725,0.13,0.104,0.716558896,0.0457,energetic
Mirchi,Devi Sri Prasad,https://open.spotify.com/embed/track/4cjoZb33Fk1dZYrIRMg8Q6?utm_source=generator,0.81,0.36,0.058,0.873595757,0.165,romantic
Dintaka Dintaka,Mani Sharma,https://open.spotify.com/embed/track/1ojXm6RlbxIFCSVS7bn5WJ?utm_source=generator,0.861,0.112,0.205,0.810572425,0.0661,energetic
Janma Metthithira,Ghantasala,https://open.spotify.com/embed/track/3KdORz3OswlCCyD9oO2QMi?utm_source=generator,0.398,0.959,0.0743,0.4226884,0.0488,Chill
Maakkikirkiri,Rahul Sipligunj,https://open.spotify.com/embed/track/0p5SBWlo2FD8jQFDyqbIGt?utm_source=generator,0.835,0.169,0.363,0.85360112,0.237,energetic
College Papala,M. M. Keeravani,https://open.spotify.com/embed/track/3gsdowUZGlrkHq4Rn71h36?utm_source=generator,0.68,0.437,0.0867,0.705116362,0.376,romantic
Nannu Pattukunte,Ravi Basrur,https://open.spotify.com/embed/track/3yt5jBNkJ5uL2k6ZZK3PGo?utm_source=generator,0.799,0.426,0.0837,0.738192437,0.16,romantic
Ravaya Muddula Mama,Mani Sharma,https://open.spotify.com/embed/track/42CLgb4q1aphvnU0qFfuTq?utm_source=generator,0.809,0.36,0.322,0.799368277,0.117,romantic
Evvadidira Ee Bhoomi,Charan Arjun,https://open.spotify.com/embed/track/13YrNyrWwqhtPfEYhbLfBl?utm_source=generator,0.613,0.738,0.33,0.794391966,0.266,Chill
Gundu Sudhi,M. M. Keeravani,https://open.spotify.com/embed/track/5kmh1Zf0hYESmxwDI1IosB?utm_source=generator,0.67,0.564,0.303,0.765577043,0.0416,romantic
"What Amma What Is This Amma - From ""Vunnadi Okate Zindagi""",Devi Sri Prasad,https://open.spotify.com/embed/track/4ElYd4qbJs3x3WYwjOkIXv?utm_source=generator,0.782,0.627,0.109,0.828808963,0.114,romantic
Zum Zumare,Chakri,https://open.spotify.com/embed/track/4803RcgEfnjRSPGXQbEAz3?utm_source=generator,0.723,0.0221,0.0419,0.76942102,0.0612,energetic
Temper,Anup Rubens,https://open.spotify.com/embed/track/767YtexRqOMLycK5kWNjvY?utm_source=generator,0.848,0.106,0.0539,0.722131172,0.114,energetic
Ooravasi Ooravasi,A.R. Rahman,https://open.spotify.com/embed/track/64vZaaZNJ4sZHmc59KwfDr?utm_source=generator,0.847,0.116,0.119,0.67028219,0.0906,energetic
Box Badhalai Poyi,Devi Sri Prasad,https://open.spotify.com/embed/track/2tXmqzOJHKDsIWJ2y2ntAe?utm_source=generator,0.832,0.226,0.639,0.899013677,0.179,cheerful
Junction Lo,Thaman S,https://open.spotify.com/embed/track/4hPdBivyqPoLQoHZss0FGe?utm_source=generator,0.711,0.305,0.246,0.811734557,0.323,energetic
Nenunnanani,M. M. Keeravani,https://open.spotify.com/embed/track/7J0NDe5jKIqzOMUsNssjs0?utm_source=generator,0.595,0.363,0.579,0.742066212,0.0335,cheerful
GYM BOYZ,Roll Rida,https://open.spotify.com/embed/track/2I9jCylNLqSoDCd50PurZO?utm_source=generator,0.896,0.25,0.0989,0.80687744,0.0988,energetic
Dethadi Dethadi,Thaman S,https://open.spotify.com/embed/track/4lyvVpqgosTWh3VshCmQIK?utm_source=generator,0.728,0.681,0.192,0.636550553,0.0468,romantic
Labjanaka Labjanaka,Ram Narayan,https://open.spotify.com/embed/track/76xbYN1iowaZKcGLtUrRPE?utm_source=generator,0.76,0.039,0.0336,0.80017283,0.297,energetic
Ayyappa Devaya,Vandemataram Srinivas,https://open.spotify.com/embed/track/6LOptg5w9hDnadXxjUnVrR?utm_source=generator,0.405,0.139,0.256,0.836794899,0.176,energetic
Rubberu Gajulu,M. M. Keeravani,https://open.spotify.com/embed/track/0KNI8Nejhjgf3JuTJP0uzX?utm_source=generator,0.756,0.118,0.162,0.732769153,0.14,energetic
Ey Pilla Pilla,Devi Sri Prasad,https://open.spotify.com/embed/track/6USpZLyM2Huh6fU0Xt5FaE?utm_source=generator,0.83,0.0788,0.23,0.901129354,0.0673,energetic
Maar Maar,Devi Sri Prasad,https://open.spotify.com/embed/track/6adrkXOmPex66DvtZmsv3R?utm_source=generator,0.799,0.15,0.0659,0.771238714,0.184,energetic
MCA,Devi Sri Prasad,https://open.spotify.com/embed/track/7h5QJLJ1KtgChdKnj8kXqG?utm_source=generator,0.738,0.245,0.0986,0.883905957,0.183,energetic
Waka Waka - Telugu,Mickey J. Meyer,https://open.spotify.com/embed/track/12QqgQPqe6xMJf0EFgxcCP?utm_source=generator,0.748,0.0893,0.561,0.732441372,0.0509,energetic
Ayyayyo Brahmayya,K. V. Mahadevan,https://open.spotify.com/embed/track/2WHOCXgOPSXVmKSuYws3mB?utm_source=generator,0.387,0.99,0.417,0.532941983,0.0893,Chill
Gunna Maamidi,Sathyam,https://open.spotify.com/embed/track/6USqrO3BqGFMhbi3E077zZ?utm_source=generator,0.421,0.824,0.123,0.830388271,0.048,Chill
Ee Hridayam,A.R. Rahman,https://open.spotify.com/embed/track/7wFL4hNlhotHNU6qZi9bHR?utm_source=generator,0.611,0.3,0.0471,0.764385113,0.0415,energetic
Sur Super,Anup Rubens,https://open.spotify.com/embed/track/4KqxBTEZ2KLy9UVSdy3Ecz?utm_source=generator,0.79,0.271,0.0542,0.678923687,0.231,energetic
Kannanule - Bombay / Soundtrack Version,Various Artists,https://open.spotify.com/embed/track/5jyHsyGvIxawivb6enu5H3?utm_source=generator,0.724,0.719,0.0778,0.388122411,0.0662,Chill
Jaamu Retiri,R. P. Patnaik,https://open.spotify.com/embed/track/7mQxbE7WrRnMvKSn8b5V0o?utm_source=generator,0.76,0.201,0.161,0.745761197,0.0673,energetic
Sirulokinche Chinni,S.V.Krishna Reddy,https://open.spotify.com/embed/track/75jGkdvULxjA7c5rBFjIZo?utm_source=generator,0.792,0.848,0.146,0.615244793,0.0483,Chill
Gangu Leader,Anirudh Ravichander,https://open.spotify.com/embed/track/05dYneZZZ2mytSmnsvzFoW?utm_source=generator,0.775,0.288,0.0514,0.792514676,0.269,energetic
Cheliya Cheliya,Chakri,https://open.spotify.com/embed/track/1L5ZBKvnyls7JUTMGw4rSy?utm_source=generator,0.78,0.178,0.345,0.771715486,0.0592,energetic
Paala Pitta,Devi Sri Prasad,https://open.spotify.com/embed/track/7eONkQbNZvohVwbjbOwTEP?utm_source=generator,0.875,0.65,0.0657,0.779165053,0.202,romantic
Amalapura Bulloda,Bappi Lahiri,https://open.spotify.com/embed/track/0WmCIMcpJkuFTL3wObWeVP?utm_source=generator,0.77,0.707,0.331,0.749783963,0.137,romantic
Renuka,Thaman S,https://open.spotify.com/embed/track/0CPL5EgaF3TUfgidviASsb?utm_source=generator,0.533,0.541,0.154,0.776602402,0.136,romantic
Gallo Thelina,Devi Sri Prasad,https://open.spotify.com/embed/track/5n1FBtJgcDePfo8q6hBQPu?utm_source=generator,0.859,0.0493,0.0672,0.715515957,0.0779,energetic
Pattu Guddanu Sutta Sutti,Various Artists,https://open.spotify.com/embed/track/5MIXClpiW2CxkRN0xZ3OHq?utm_source=generator,0.688,0.37,0.128,0.786435829,0.22,romantic
Kadhulu Kadhulu,Harris Jayaraj,https://open.spotify.com/embed/track/43n520Pd560G9JBurE5kt9?utm_source=generator,0.773,0.0304,0.117,0.708543163,0.0554,energetic
Singles Anthem - Telugu,Mahati Swara Sagar,https://open.spotify.com/embed/track/6OjiOJFa51sGCyBK9qOfFo?utm_source=generator,0.896,0.707,0.0603,0.825173575,0.0933,romantic
Bheemla Nayak Title Song,Thaman S,https://open.spotify.com/embed/track/1dsVZC4ApjihqrmI8hfCA5?utm_source=generator,0.664,0.446,0.297,0.760690128,0.0515,romantic
Varnam,Pallavi Gopala Iyer,https://open.spotify.com/embed/track/2UjLDTmcPxQqS0mupcye1i?utm_source=generator,0.558,0.92,0.382,0.672457463,0.0787,Chill
Cinderella,Siddharth Watkins,https://open.spotify.com/embed/track/7nF5csZzvtQ5TptweHiGRy?utm_source=generator,0.822,0.0482,0.208,0.79433237,0.0696,energetic
Jumbaye,M. M. Keeravani,https://open.spotify.com/embed/track/4gWJC4FcE32gKWIQwsIFMr?utm_source=generator,0.76,0.757,0.0817,0.603057302,0.144,Chill
Endhuko Emo,Harris Jayaraj,https://open.spotify.com/embed/track/6Yqw4HtJuFXleJtgzYXWzT?utm_source=generator,0.827,0.0577,0.178,0.814386603,0.0357,energetic
Yemani Varninchanu,K. Chakravarthy,https://open.spotify.com/embed/track/695Hwhl2M8rtymrNDLsYW9?utm_source=generator,0.245,0.74,0.36,0.661312912,0.0462,Chill
Barbie Girl,Devi Sri Prasad,https://open.spotify.com/embed/track/5kK4dyEM0r203Dl1qlJgKu?utm_source=generator,0.645,0.0709,0.114,0.861616854,0.0697,energetic
Vatapi - Hamsadwani - Adi - Live,Kadri Gopalnath,https://open.spotify.com/embed/track/5JIjifK1fZKvP4BOn1z0ne?utm_source=generator,0.46,0.909,0.0942,0.664560923,0.0722,Chill
Raikachooste,M. M. Keeravani,https://open.spotify.com/embed/track/5Ot0mgYOcWXUrwT0AQuIwH?utm_source=generator,0.695,0.36,0.0934,0.604547215,0.431,romantic
Lali Jo Lali Jo,Ilaiyaraaja,https://open.spotify.com/embed/track/3csoax6EXZQ5TXJHWrxg11?utm_source=generator,0.617,0.84,0.125,0.690485414,0.0269,Chill
Ye Chilipi,Harris Jayaraj,https://open.spotify.com/embed/track/3LYt0b1ljHUYoG5YL2WwWP?utm_source=generator,0.638,0.0181,0.422,0.748741023,0.0291,energetic
Edalo Laya,Ilaiyaraaja,https://open.spotify.com/embed/track/4IMf70IqlMpLITV0IxC0uP?utm_source=generator,0.53,0.776,0.16,0.80103698,0.078,Chill
Parare Parare,Mani Sharma,https://open.spotify.com/embed/track/3E1SWVgKDiyqDHHUJmv3HE?utm_source=generator,0.541,0.24,0.0457,0.813015882,0.203,energetic
Hayakki Baby,Simon K. King,https://open.spotify.com/embed/track/4prteSFagD0vKOTzeJOJRH?utm_source=generator,0.736,0.114,0.138,0.706487082,0.11,energetic
Brocheva Revarura - Khamas - Adi,Charulatha Mani,https://open.spotify.com/embed/track/1HH2HwohPmLa948GbHvkLP?utm_source=generator,0.424,0.864,0.323,0.605262374,0.0677,Chill
Kandi Chenu Kada,Devi Sri Prasad,https://open.spotify.com/embed/track/5xqgufp2W33zz6BhkNT6rQ?utm_source=generator,0.818,0.327,0.063,0.742423791,0.144,energetic
Saadhinchane - Aarabhi,Flute J A Jayant,https://open.spotify.com/embed/track/3agk4o0xCN0MH2yRmpKHsq?utm_source=generator,0.47,0.961,0.0641,0.681337346,0.0745,Chill
Rooba Rooba,Harris Jayaraj,https://open.spotify.com/embed/track/1rJmySqUrHQP0O4l1JX8E9?utm_source=generator,0.843,0.121,0.334,0.70326887,0.0497,energetic
Paadutaa Teeyagaa,K. V. Mahadevan,https://open.spotify.com/embed/track/19vEylebScDqqUH47kyfIq?utm_source=generator,0.501,0.858,0.314,0.75806788,0.0544,Chill
Oosupodu,Shakthikanth Karthick,https://open.spotify.com/embed/track/0xNiDPK4YdZ51ALxSid0QV?utm_source=generator,0.388,0.28,0.267,0.813105277,0.0633,romantic
Chettamma Bathukamma,MANGLI,https://open.spotify.com/embed/track/3KUP17VVFspa9dZDpTsNUE?utm_source=generator,0.773,0.612,0.109,0.717899818,0.12,romantic
Yedukondala Paina,K. Chakravarthy,https://open.spotify.com/embed/track/1trg9FAsJzhCOlgaDOYren?utm_source=generator,0.538,0.988,0.732,0.573586817,0.0395,cheerful
Padthadu Thaadu,Chirantann Bhatt,https://open.spotify.com/embed/track/7z5nXSUiPITcMzuEjEdBh8?utm_source=generator,0.728,0.0158,0.0851,0.816383087,0.0478,energetic
"Amrutha (From ""Solo Brathuke So Better"")",Thaman S,https://open.spotify.com/embed/track/2TtNBR4W35V8SeGAikj7IE?utm_source=generator,0.689,0.166,0.0556,0.848416222,0.196,energetic
Gala Gala,M. M. Keeravani,https://open.spotify.com/embed/track/3E12CaMhLEvJ38VOTz5iGb?utm_source=generator,0.848,0.335,0.0843,0.751691052,0.0934,energetic
"Ammesaaney Ammesaaney (From ""Ahimsa"")",Mangli,https://open.spotify.com/embed/track/6oxOPVm36DzXFTwf05KVIy?utm_source=generator,0.717,0.169,0.0419,0.787180786,0.187,energetic
Ne Ne Nani Ne,M. M. Keeravani,https://open.spotify.com/embed/track/3xVtrBHl1fxYGouE16ep59?utm_source=generator,0.66,0.546,0.145,0.688012158,0.0267,romantic
Shadow,Thaman S,https://open.spotify.com/embed/track/1LHYBmU3UvhSQJpvVxqKCg?utm_source=generator,0.827,0.697,0.134,0.768467475,0.0726,romantic
Undipova,Shekar Chandra,https://open.spotify.com/embed/track/7d7BpHIZL65AJNi9FUFCme?utm_source=generator,0.599,0.487,0.217,0.743347537,0.0255,romantic
Mana Suna Manasai,S. Rajeswara Rao,https://open.spotify.com/embed/track/1vj3WmznZ0Bjezz9MHX1DP?utm_source=generator,0.433,0.764,0.651,0.804433982,0.0849,cheerful
Bala Tripuramani,Mickey J. Meyer,https://open.spotify.com/embed/track/3mHZN9VWxiazLRIcQWnYC3?utm_source=generator,0.693,0.348,0.0967,0.815936113,0.0445,romantic
Love Me Love Me,Vandemataram Srinivas,https://open.spotify.com/embed/track/4VXoZKVXelJE2GUVo7tCtd?utm_source=generator,0.764,0.00314,0.172,0.89949045,0.0588,energetic
Naa Tho Raa Cheli,Kalakaarii,https://open.spotify.com/embed/track/3lHMANSLu8n5sAEBVDTRTS?utm_source=generator,0.506,0.102,0.171,0.686462648,0.0354,energetic
Chethilo Cheyyesi,K. V. Mahadevan,https://open.spotify.com/embed/track/0YQN3ZdFvKbO1ExCCJ6Qfm?utm_source=generator,0.531,0.948,0.0964,0.804672368,0.34,Chill
Paina Pataaram,Jakes Bejoy,https://open.spotify.com/embed/track/4fqPSULGiR8TviT7k0DdVD?utm_source=generator,0.65,0.51,0.188,0.721535207,0.274,romantic
Telangana Lo Putti Poola,Mangli,https://open.spotify.com/embed/track/2T73FPYB53z9nYk46v9DU9?utm_source=generator,0.501,0.355,0.104,0.729133764,0.17,romantic
Yamunna Thatilo,Ilaiyaraaja,https://open.spotify.com/embed/track/26mVxTffc7huty5KXGaL5T?utm_source=generator,0.614,0.638,0.537,0.736404541,0.0396,cheerful
Thaggedhe Le,Charan Arjun,https://open.spotify.com/embed/track/1ZdxcoizIhtVf0jrbFAqn7?utm_source=generator,0.72,0.0628,0.0562,0.760600733,0.142,energetic
Karma Bhoomilo,Vandemataram Srinivas,https://open.spotify.com/embed/track/4qDpSMOjTkgaTAZGYvf8oc?utm_source=generator,0.588,0.34,0.301,0.580976787,0.101,romantic
Mayare,Anup Rubens,https://open.spotify.com/embed/track/58aAZqHItHTtqSv7IoiNUo?utm_source=generator,0.942,0.644,0.0551,0.73849042,0.225,romantic
Gallo Thelina,Devi Sri Prasad,https://open.spotify.com/embed/track/1iJ182kIQPSgoV0hw7Qaix?utm_source=generator,0.859,0.0493,0.0672,0.715515957,0.0779,energetic
Happy Happy,J.B.,https://open.spotify.com/embed/track/1OCGu9jhvYqeEbYwVGZZUK?utm_source=generator,0.866,0.727,0.101,0.725408981,0.0972,romantic
Nampalli Station,K. Chakravarthy,https://open.spotify.com/embed/track/6N60Ge3lGImsqbVfaFgFNC?utm_source=generator,0.633,0.977,0.6,0.67165291,0.0623,cheerful
Aada Nemali,Mangli,https://open.spotify.com/embed/track/62yMujShpFyHOiTpjsHOvN?utm_source=generator,0.777,0.212,0.151,0.929229119,0.23,energetic
"Anudhaala Hrudayama (From ""Anuraga Devatha"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/4viTIGXOk8rOQSCgZe6HrG?utm_source=generator,0.38,0.855,0.249,0.831163026,0.0485,Chill
Jalakaalaatalalo,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/3S0BWmZ05XQpsUlKl4Seo7?utm_source=generator,0.471,0.732,0.614,0.86167645,0.0417,cheerful
